word,count,probability
believed,13,0.0010146737433655948
believes,18,0.001404932875429285
believing,19,0.0014829847018420232
bell,1,7.805182641273806e-05
bells,2,0.00015610365282547612
belong,3,0.0002341554792382142
belongs,9,0.0007024664377146425
berkeley,26,0.0020293474867311896
bertrand,3,0.0002341554792382142
bewildering,1,7.805182641273806e-05
bibliographical,1,7.805182641273806e-05
bid,1,7.805182641273806e-05
bigger,1,7.805182641273806e-05
binary,1,7.805182641273806e-05
binds,1,7.805182641273806e-05
bishop,2,0.00015610365282547612
bismarck,16,0.001248829222603809
black,2,0.00015610365282547612
blank,1,7.805182641273806e-05
blind,12,0.0009366219169528567
blue,8,0.0006244146113019045
bodies,8,0.0006244146113019045
body,25,0.0019512956603184514
bolder,1,7.805182641273806e-05
bone,1,7.805182641273806e-05
books,4,0.00031220730565095225
bored,1,7.805182641273806e-05
born,4,0.00031220730565095225
borne,1,7.805182641273806e-05
bought,2,0.00015610365282547612
bound,3,0.0002341554792382142
boundaries,2,0.00015610365282547612
bounds,1,7.805182641273806e-05
bradley,1,7.805182641273806e-05
brain,2,0.00015610365282547612
breach,2,0.00015610365282547612
bread,2,0.00015610365282547612
breakfast,3,0.0002341554792382142
brick,1,7.805182641273806e-05
briefest,1,7.805182641273806e-05
brighter,1,7.805182641273806e-05
brightness,1,7.805182641273806e-05
bring,3,0.0002341554792382142
brings,2,0.00015610365282547612
british,1,7.805182641273806e-05
broadly,3,0.0002341554792382142
broken,1,7.805182641273806e-05
brought,4,0.00031220730565095225
brown,13,0.0010146737433655948
build,1,7.805182641273806e-05
builder,1,7.805182641273806e-05
buildings,1,7.805182641273806e-05
built,2,0.00015610365282547612
business,6,0.0004683109584764284
caesar,6,0.0004683109584764284
calculate,1,7.805182641273806e-05
calculated,1,7.805182641273806e-05
called,49,0.0038245394942241647
calling,2,0.00015610365282547612
calls,5,0.0003902591320636903
calm,1,7.805182641273806e-05
calmly,2,0.00015610365282547612
campbell,1,7.805182641273806e-05
camps,1,7.805182641273806e-05
candid,1,7.805182641273806e-05
candidate,7,0.0005463627848891664
candidates,2,0.00015610365282547612
cantor,1,7.805182641273806e-05
capable,16,0.001248829222603809
card,1,7.805182641273806e-05
care,6,0.0004683109584764284
careful,1,7.805182641273806e-05
carefully,2,0.00015610365282547612
carelessly,1,7.805182641273806e-05
carry,1,7.805182641273806e-05
cassio,28,0.0021854511395566654
cat,5,0.0003902591320636903
catalogue,1,7.805182641273806e-05
catalogued,1,7.805182641273806e-05
catching,1,7.805182641273806e-05
categories,1,7.805182641273806e-05
causality,2,0.00015610365282547612
caused,5,0.0003902591320636903
causing,1,7.805182641273806e-05
cease,4,0.00031220730565095225
ceased,4,0.00031220730565095225
ceases,5,0.0003902591320636903
cement,3,0.0002341554792382142
centuries,1,7.805182641273806e-05
century,1,7.805182641273806e-05
certainty,32,0.002497658445207618
chair,2,0.00015610365282547612
chairs,2,0.00015610365282547612
challenged,2,0.00015610365282547612
chance,1,7.805182641273806e-05
chancellor,4,0.00031220730565095225
change,5,0.0003902591320636903
changeable,1,7.805182641273806e-05
changed,1,7.805182641273806e-05
changing,2,0.00015610365282547612
chapter,47,0.003668435841398689
chapters,5,0.0003902591320636903
character,5,0.0003902591320636903
characteristic,6,0.0004683109584764284
characteristics,9,0.0007024664377146425
characters,2,0.00015610365282547612
charge,6,0.0004683109584764284
charges,2,0.00015610365282547612
charitable,1,7.805182641273806e-05
charities,1,7.805182641273806e-05
charles,4,0.00031220730565095225
check,4,0.00031220730565095225
checks,1,7.805182641273806e-05
chicken,4,0.00031220730565095225
chief,6,0.0004683109584764284
chiefly,2,0.00015610365282547612
child,1,7.805182641273806e-05
chimaera,1,7.805182641273806e-05
chime,3,0.0002341554792382142
china,2,0.00015610365282547612
choice,1,7.805182641273806e-05
choose,3,0.0002341554792382142
chosen,1,7.805182641273806e-05
circle,4,0.00031220730565095225
circular,4,0.00031220730565095225
circumstances,6,0.0004683109584764284
citizens,1,7.805182641273806e-05
citizenship,1,7.805182641273806e-05
city,2,0.00015610365282547612
claim,5,0.0003902591320636903
clash,1,7.805182641273806e-05
clashes,1,7.805182641273806e-05
class,5,0.0003902591320636903
clean,1,7.805182641273806e-05
clearer,2,0.00015610365282547612
clock,1,7.805182641273806e-05
close,2,0.00015610365282547612
closed,1,7.805182641273806e-05
closely,2,0.00015610365282547612
closer,1,7.805182641273806e-05
closes,1,7.805182641273806e-05
cloth,3,0.0002341554792382142
clouds,1,7.805182641273806e-05
coalesce,1,7.805182641273806e-05
codes,1,7.805182641273806e-05
coexistence,3,0.0002341554792382142
cohere,1,7.805182641273806e-05
coherence,6,0.0004683109584764284
coherent,8,0.0006244146113019045
coin,1,7.805182641273806e-05
coins,1,7.805182641273806e-05
collection,13,0.0010146737433655948
collections,3,0.0002341554792382142
collective,1,7.805182641273806e-05
colony,1,7.805182641273806e-05
colour,57,0.004448954105526069
colours,12,0.0009366219169528567
combination,1,7.805182641273806e-05
combine,1,7.805182641273806e-05
combined,2,0.00015610365282547612
coming,1,7.805182641273806e-05
commentators,2,0.00015610365282547612
commercial,1,7.805182641273806e-05
commit,1,7.805182641273806e-05
committed,2,0.00015610365282547612
common,36,0.00280986575085857
commonest,2,0.00015610365282547612
commonly,10,0.0007805182641273806
communicate,1,7.805182641273806e-05
community,1,7.805182641273806e-05
comparative,1,7.805182641273806e-05
compare,1,7.805182641273806e-05
compared,1,7.805182641273806e-05
comparing,1,7.805182641273806e-05
comparison,3,0.0002341554792382142
compelled,5,0.0003902591320636903
competent,1,7.805182641273806e-05
compilation,1,7.805182641273806e-05
complement,1,7.805182641273806e-05
complete,6,0.0004683109584764284
completed,1,7.805182641273806e-05
completely,10,0.0007805182641273806
complex,33,0.0025757102716203557
compliance,5,0.0003902591320636903
complicated,3,0.0002341554792382142
comply,6,0.0004683109584764284
complying,3,0.0002341554792382142
composed,6,0.0004683109584764284
compressed,1,7.805182641273806e-05
computers,2,0.00015610365282547612
conceded,2,0.00015610365282547612
conceivable,1,7.805182641273806e-05
conceivably,1,7.805182641273806e-05
concentrate,1,7.805182641273806e-05
concept,2,0.00015610365282547612
conception,5,0.0003902591320636903
concepts,2,0.00015610365282547612
concern,4,0.00031220730565095225
concerned,16,0.001248829222603809
concerns,3,0.0002341554792382142
concluded,1,7.805182641273806e-05
conclusion,17,0.001326881049016547
conclusions,2,0.00015610365282547612
concourse,1,7.805182641273806e-05
concrete,3,0.0002341554792382142
condemns,1,7.805182641273806e-05
condition,2,0.00015610365282547612
conditions,4,0.00031220730565095225
conduct,1,7.805182641273806e-05
confess,1,7.805182641273806e-05
confidence,3,0.0002341554792382142
confident,2,0.00015610365282547612
confine,1,7.805182641273806e-05
confined,6,0.0004683109584764284
confining,1,7.805182641273806e-05
confirm,2,0.00015610365282547612
confirmation,1,7.805182641273806e-05
confirmed,1,7.805182641273806e-05
confirms,1,7.805182641273806e-05
conflict,1,7.805182641273806e-05
conform,3,0.0002341554792382142
conformity,1,7.805182641273806e-05
confused,1,7.805182641273806e-05
confusing,1,7.805182641273806e-05
confusion,8,0.0006244146113019045
confusions,1,7.805182641273806e-05
confute,1,7.805182641273806e-05
conjecture,1,7.805182641273806e-05
connected,11,0.0008585700905401186
connecting,1,7.805182641273806e-05
connects,1,7.805182641273806e-05
connexion,19,0.0014829847018420232
connexions,3,0.0002341554792382142
conscious,3,0.0002341554792382142
consciously,2,0.00015610365282547612
consciousness,5,0.0003902591320636903
consent,1,7.805182641273806e-05
consequences,1,7.805182641273806e-05
consequential,1,7.805182641273806e-05
considerable,3,0.0002341554792382142
consideration,7,0.0005463627848891664
considerations,2,0.00015610365282547612
considered,14,0.0010927255697783327
considers,2,0.00015610365282547612
consist,4,0.00031220730565095225
consisted,1,7.805182641273806e-05
consisting,3,0.0002341554792382142
consists,21,0.0016390883546674993
constant,5,0.0003902591320636903
constantly,6,0.0004683109584764284
constituency,4,0.00031220730565095225
constituent,4,0.00031220730565095225
constituents,9,0.0007024664377146425
constitute,6,0.0004683109584764284
constituted,6,0.0004683109584764284
constitutes,5,0.0003902591320636903
constituting,1,7.805182641273806e-05
constitution,2,0.00015610365282547612
construct,1,7.805182641273806e-05
constructed,1,7.805182641273806e-05
constructing,1,7.805182641273806e-05
constructions,1,7.805182641273806e-05
constructive,1,7.805182641273806e-05
contact,6,0.0004683109584764284
contained,2,0.00015610365282547612
contemplated,1,7.805182641273806e-05
contemplates,3,0.0002341554792382142
contemplating,1,7.805182641273806e-05
contemplation,13,0.0010146737433655948
contemplative,1,7.805182641273806e-05
contemptuously,1,7.805182641273806e-05
contended,1,7.805182641273806e-05
content,2,0.00015610365282547612
contention,1,7.805182641273806e-05
contentions,1,7.805182641273806e-05
contents,3,0.0002341554792382142
context,2,0.00015610365282547612
continental,1,7.805182641273806e-05
continual,2,0.00015610365282547612
continue,6,0.0004683109584764284
continued,1,7.805182641273806e-05
continues,6,0.0004683109584764284
continuing,1,7.805182641273806e-05
continuous,1,7.805182641273806e-05
continuously,1,7.805182641273806e-05
contract,1,7.805182641273806e-05
contradict,1,7.805182641273806e-05
contradiction,20,0.0015610365282547611
contradictions,5,0.0003902591320636903
contradictory,1,7.805182641273806e-05
contrary,14,0.0010927255697783327
contrast,1,7.805182641273806e-05
contributed,1,7.805182641273806e-05
contribution,1,7.805182641273806e-05
contributions,2,0.00015610365282547612
control,2,0.00015610365282547612
controversies,2,0.00015610365282547612
controversy,2,0.00015610365282547612
convenient,1,7.805182641273806e-05
converged,1,7.805182641273806e-05
conversation,1,7.805182641273806e-05
conversely,2,0.00015610365282547612
convert,1,7.805182641273806e-05
convey,2,0.00015610365282547612
convictions,3,0.0002341554792382142
convinced,2,0.00015610365282547612
convincing,1,7.805182641273806e-05
cool,1,7.805182641273806e-05
copied,2,0.00015610365282547612
copies,7,0.0005463627848891664
copying,4,0.00031220730565095225
copyright,19,0.0014829847018420232
corporation,1,7.805182641273806e-05
correct,4,0.00031220730565095225
correctly,1,7.805182641273806e-05
correlative,1,7.805182641273806e-05
correspond,8,0.0006244146113019045
corresponded,1,7.805182641273806e-05
correspondence,10,0.0007805182641273806
corresponds,5,0.0003902591320636903
corrupt,1,7.805182641273806e-05
cost,3,0.0002341554792382142
costs,2,0.00015610365282547612
counterparts,1,7.805182641273806e-05
countless,1,7.805182641273806e-05
countries,1,7.805182641273806e-05
country,4,0.00031220730565095225
couple,2,0.00015610365282547612
couples,8,0.0006244146113019045
cranny,1,7.805182641273806e-05
create,3,0.0002341554792382142
created,4,0.00031220730565095225
creates,1,7.805182641273806e-05
creating,4,0.00031220730565095225
creation,1,7.805182641273806e-05
credit,2,0.00015610365282547612
criterion,1,7.805182641273806e-05
critical,5,0.0003902591320636903
critically,2,0.00015610365282547612
criticism,8,0.0006244146113019045
criticisms,1,7.805182641273806e-05
criticized,1,7.805182641273806e-05
crude,4,0.00031220730565095225
crudely,1,7.805182641273806e-05
current,1,7.805182641273806e-05
custom,1,7.805182641273806e-05
customary,1,7.805182641273806e-05
cut,1,7.805182641273806e-05
cutting,1,7.805182641273806e-05
daily,8,0.0006244146113019045
damage,2,0.00015610365282547612
damaged,1,7.805182641273806e-05
damages,4,0.00031220730565095225
danger,1,7.805182641273806e-05
dark,3,0.0002341554792382142
data,18,0.001404932875429285
dates,1,7.805182641273806e-05
datum,5,0.0003902591320636903
day,5,0.0003902591320636903
days,5,0.0003902591320636903
dead,2,0.00015610365282547612
deal,6,0.0004683109584764284
dealing,7,0.0005463627848891664
deals,3,0.0002341554792382142
dealt,6,0.0004683109584764284
death,2,0.00015610365282547612
debate,1,7.805182641273806e-05
debated,1,7.805182641273806e-05
deceitful,1,7.805182641273806e-05
deceive,1,7.805182641273806e-05
december,1,7.805182641273806e-05
deceptive,1,7.805182641273806e-05
decide,3,0.0002341554792382142
decided,3,0.0002341554792382142
decides,1,7.805182641273806e-05
deciding,1,7.805182641273806e-05
decision,1,7.805182641273806e-05
declared,1,7.805182641273806e-05
deduce,5,0.0003902591320636903
deduced,18,0.001404932875429285
deducible,2,0.00015610365282547612
deducing,1,7.805182641273806e-05
deductible,1,7.805182641273806e-05
deduction,5,0.0003902591320636903
deductions,3,0.0002341554792382142
deeds,1,7.805182641273806e-05
deeply,1,7.805182641273806e-05
defeated,1,7.805182641273806e-05
defect,4,0.00031220730565095225
defective,3,0.0002341554792382142
defensible,1,7.805182641273806e-05
define,2,0.00015610365282547612
defined,1,7.805182641273806e-05
definite,17,0.001326881049016547
definiteness,1,7.805182641273806e-05
definition,16,0.001248829222603809
definitions,1,7.805182641273806e-05
degree,20,0.0015610365282547611
degrees,8,0.0006244146113019045
deletions,1,7.805182641273806e-05
deliberate,1,7.805182641273806e-05
delightful,1,7.805182641273806e-05
delusion,1,7.805182641273806e-05
demand,4,0.00031220730565095225
demanding,1,7.805182641273806e-05
demands,3,0.0002341554792382142
demon,3,0.0002341554792382142
demonstrably,1,7.805182641273806e-05
demonstration,2,0.00015610365282547612
demonstrations,2,0.00015610365282547612
demonstrative,1,7.805182641273806e-05
demonstratively,1,7.805182641273806e-05
denial,3,0.0002341554792382142
denied,5,0.0003902591320636903
denies,1,7.805182641273806e-05
denotes,4,0.00031220730565095225
dentist,1,7.805182641273806e-05
deny,12,0.0009366219169528567
depend,13,0.0010146737433655948
dependence,1,7.805182641273806e-05
dependent,9,0.0007024664377146425
depending,1,7.805182641273806e-05
depends,12,0.0009366219169528567
derivative,15,0.0011707773961910709
derive,7,0.0005463627848891664
derived,17,0.001326881049016547
descartes,6,0.0004683109584764284
descend,1,7.805182641273806e-05
describes,1,7.805182641273806e-05
describing,1,7.805182641273806e-05
description,43,0.0033562285357477367
descriptions,8,0.0006244146113019045
descriptive,1,7.805182641273806e-05
desdemona,25,0.0019512956603184514
desert,1,7.805182641273806e-05
deserts,1,7.805182641273806e-05
deserves,1,7.805182641273806e-05
deserving,1,7.805182641273806e-05
designate,1,7.805182641273806e-05
desirability,1,7.805182641273806e-05
desirable,1,7.805182641273806e-05
desire,10,0.0007805182641273806
desires,5,0.0003902591320636903
desiring,1,7.805182641273806e-05
desirous,1,7.805182641273806e-05
destroy,2,0.00015610365282547612
destroyed,1,7.805182641273806e-05
destroys,1,7.805182641273806e-05
destructive,1,7.805182641273806e-05
detach,1,7.805182641273806e-05
determine,3,0.0002341554792382142
determined,3,0.0002341554792382142
determines,1,7.805182641273806e-05
develop,2,0.00015610365282547612
development,1,7.805182641273806e-05
developments,1,7.805182641273806e-05
dialogues,2,0.00015610365282547612
diary,1,7.805182641273806e-05
dictionary,1,7.805182641273806e-05
die,1,7.805182641273806e-05
died,4,0.00031220730565095225
difference,11,0.0008585700905401186
differences,2,0.00015610365282547612
differing,3,0.0002341554792382142
differs,2,0.00015610365282547612
difficult,23,0.0017951920074929753
difficulties,7,0.0005463627848891664
difficulty,14,0.0010927255697783327
diminish,1,7.805182641273806e-05
diminished,1,7.805182641273806e-05
diminishes,1,7.805182641273806e-05
diminishing,2,0.00015610365282547612
dined,1,7.805182641273806e-05
dinner,1,7.805182641273806e-05
diplomatist,4,0.00031220730565095225
direct,9,0.0007024664377146425
direction,4,0.00031220730565095225
directions,1,7.805182641273806e-05
directs,1,7.805182641273806e-05
disappear,1,7.805182641273806e-05
disappoint,1,7.805182641273806e-05
disappointing,1,7.805182641273806e-05
disclaim,1,7.805182641273806e-05
disclaimer,3,0.0002341554792382142
disclaimers,1,7.805182641273806e-05
discontinue,1,7.805182641273806e-05
discover,5,0.0003902591320636903
discoverable,3,0.0002341554792382142
discovered,7,0.0005463627848891664
discovering,5,0.0003902591320636903
discovery,2,0.00015610365282547612
discuss,1,7.805182641273806e-05
discussed,2,0.00015610365282547612
discussing,4,0.00031220730565095225
discussion,4,0.00031220730565095225
discussions,2,0.00015610365282547612
disease,1,7.805182641273806e-05
disengaged,1,7.805182641273806e-05
disentangle,2,0.00015610365282547612
disk,1,7.805182641273806e-05
dismiss,1,7.805182641273806e-05
dismissed,2,0.00015610365282547612
dispassionately,1,7.805182641273806e-05
display,1,7.805182641273806e-05
displayed,1,7.805182641273806e-05
displaying,4,0.00031220730565095225
disproved,3,0.0002341554792382142
disputable,1,7.805182641273806e-05
disputants,1,7.805182641273806e-05
dissociated,1,7.805182641273806e-05
distance,3,0.0002341554792382142
distances,5,0.0003902591320636903
distinct,3,0.0002341554792382142
distinction,7,0.0005463627848891664
distinctions,2,0.00015610365282547612
distinctive,2,0.00015610365282547612
distinctly,1,7.805182641273806e-05
distinguish,7,0.0005463627848891664
distinguished,4,0.00031220730565095225
distinguishes,1,7.805182641273806e-05
distinguishing,3,0.0002341554792382142
distort,1,7.805182641273806e-05
distorts,1,7.805182641273806e-05
distribute,6,0.0004683109584764284
distributed,4,0.00031220730565095225
distributing,7,0.0005463627848891664
distribution,8,0.0006244146113019045
distributor,1,7.805182641273806e-05
disturbance,3,0.0002341554792382142
diverge,1,7.805182641273806e-05
divest,1,7.805182641273806e-05
divide,1,7.805182641273806e-05
divided,1,7.805182641273806e-05
divisibility,1,7.805182641273806e-05
divisible,2,0.00015610365282547612
doctrine,4,0.00031220730565095225
doctrines,2,0.00015610365282547612
dogmas,1,7.805182641273806e-05
dogmatic,1,7.805182641273806e-05
dogmatically,2,0.00015610365282547612
dogmatism,1,7.805182641273806e-05
domain,2,0.00015610365282547612
domestic,2,0.00015610365282547612
dominion,1,7.805182641273806e-05
donate,3,0.0002341554792382142
donation,1,7.805182641273806e-05
donations,15,0.0011707773961910709
donors,1,7.805182641273806e-05
door,2,0.00015610365282547612
doubt,38,0.0029659694036840464
doubted,5,0.0003902591320636903
doubting,5,0.0003902591320636903
doubtless,1,7.805182641273806e-05
doubts,2,0.00015610365282547612
downloading,1,7.805182641273806e-05
draw,9,0.0007024664377146425
drawing,2,0.00015610365282547612
drawn,1,7.805182641273806e-05
dream,9,0.0007024664377146425
dreams,12,0.0009366219169528567
dried,1,7.805182641273806e-05
drifted,1,7.805182641273806e-05
drive,1,7.805182641273806e-05
driven,5,0.0003902591320636903
drives,1,7.805182641273806e-05
dualism,2,0.00015610365282547612
duly,1,7.805182641273806e-05
duration,2,0.00015610365282547612
dwell,3,0.0002341554792382142
dying,3,0.0002341554792382142
earlier,4,0.00031220730565095225
earth,7,0.0005463627848891664
earth's,2,0.00015610365282547612
earwig,3,0.0002341554792382142
easier,2,0.00015610365282547612
easiest,1,7.805182641273806e-05
easily,7,0.0005463627848891664
east,1,7.805182641273806e-05
easy,7,0.0005463627848891664
eat,2,0.00015610365282547612
ebook,4,0.00031220730565095225
eclipse,1,7.805182641273806e-05
edinburgh,8,0.0006244146113019045
edition,1,7.805182641273806e-05
editions,4,0.00031220730565095225
educated,1,7.805182641273806e-05
educational,1,7.805182641273806e-05
effected,1,7.805182641273806e-05
effects,2,0.00015610365282547612
effort,4,0.00031220730565095225
efforts,3,0.0002341554792382142
ein,1,7.805182641273806e-05
elapse,1,7.805182641273806e-05
elapsed,1,7.805182641273806e-05
elect,1,7.805182641273806e-05
